,CD161int 1,CD161neg 2,CD161hi 1,CD161neg 1,CD161hiCD56pos 3,CD161hi 3,CD161hi 2,CD161int 3,CD161hiCD56pos 2,CD161neg 3,CD161hiCD56pos 1,CD161int 2
91544,208,610,250,416,486,544,587,79,524,476,312,276
1043,43243,17325,29000,32723,65546,77079,26049,37800,38934,64849,47634,22553
55057,1,135,0,0,0,4,97,0,43,130,31,0
257101,1,0,1,0,4,0,0,0,1,0,2,0
79727,4,2,6,0,0,6,1,4,4,2,3,0
79947,47,221,500,96,252,362,231,106,208,84,315,63
101928324,0,9,1,1,0,0,15,0,41,0,0,0
3151,6605,2790,4455,6832,8224,7358,6540,8238,7191,18360,5425,3848
6195,71,0,99,4,82,81,0,0,161,0,89,0
100302190,0,0,0,0,0,0,0,0,0,0,0,0
101928728,149,15,65,174,44,22,74,9,77,101,1,123
8289,493,145,819,840,489,171,1024,197,431,1187,764,704
55650,6,70,261,150,46,51,323,363,255,104,195,101
84243,126,88,234,88,102,45,149,14,303,33,128,104
2810,0,0,0,0,3,0,0,1,0,0,0,0
54707,9,63,130,267,1,9,49,123,222,20,42,0
63906,352,364,198,115,24,337,587,109,509,646,374,273
10726,2309,1439,1075,1577,1097,1968,1709,1331,3064,3327,1541,1292
8431,0,0,0,0,0,0,0,0,1,0,0,0
126695,0,0,112,0,1,0,0,0,0,0,1,0
388610,0,0,0,0,62,2,0,0,0,4,0,0
115572,0,0,0,0,0,0,0,0,0,0,0,0
6548,111,8,140,153,115,52,130,45,10,54,183,30
23038,39,24,94,39,9,29,14,40,36,21,46,9
84065,209,129,415,77,191,104,213,300,0,463,146,56
644961,29,120,182,271,98,17,231,72,45,246,291,203
100887744,0,0,0,0,0,0,0,0,0,0,0,0
84958,99,121,191,106,217,319,402,239,266,416,390,84
9064,0,216,0,84,49,17,65,143,216,134,0,1
8547,0,0,0,0,0,1,0,0,0,0,0,1
388611,0,0,0,0,0,0,0,0,0,0,0,0
2827,25,0,6,35,0,41,1,0,0,0,3,9
10163,1626,1019,1020,1371,1241,2293,1084,1189,1915,2190,893,1908
27245,49,8,41,60,31,2,28,10,32,98,14,3
2268,0,0,0,5,1,1,0,0,0,1,1,0
2537,245,226,389,463,836,267,481,663,399,1389,225,33
199870,1251,1033,911,1520,1831,2336,1423,1481,1499,3167,1262,1350
23673,596,242,153,555,631,676,286,519,602,990,466,166
5511,868,239,293,986,267,662,592,696,224,1659,834,108
677774,0,0,5,0,12,0,3,2,0,0,54,0
9473,0,1,80,206,131,0,53,92,449,158,41,0
6118,1334,561,1248,1726,949,2058,1358,1054,1192,3539,565,825
27293,0,7,0,0,0,0,8,1,0,0,2,0
55113,6,58,50,14,0,42,145,4,55,0,1,3
2140,433,40,649,173,316,542,477,1061,247,697,522,414
5724,0,0,0,4,4,1,0,0,1,2,2,4
22826,10475,4662,6344,9264,7569,13991,7010,6822,7501,17885,9639,7329
93974,20036,6966,7764,20933,11462,15855,6337,10612,9850,24835,10024,8352
83667,302,92,193,36,141,175,301,81,164,278,202,87
54797,81,1,3,4,2,104,22,38,139,271,3,1
65979,294,199,195,373,225,346,264,357,592,450,207,418
1104,30,11,46,7,4,0,17,0,35,28,36,54
8420,1710,389,881,1611,1159,2184,952,987,1540,1542,715,653
6080,0,0,0,0,0,0,0,0,0,0,0,0
26768,0,0,103,65,0,1,11,0,0,1,0,0
54952,689,134,593,610,360,951,242,439,810,1283,81,542
85028,1330,1199,1292,1764,1761,1963,1956,1201,2444,2742,1660,1336
692212,268,182,202,231,473,519,305,358,501,673,203,190
677838,165,93,114,188,190,391,193,214,396,371,217,131
677825,23,38,3,44,39,52,27,26,86,116,29,29
692073,0,7,0,19,9,10,26,9,10,2,41,7
115273,0,1,0,0,0,1,1,0,1,1,4,0
6883,208,438,614,672,1734,1016,1070,1192,1576,3077,881,894
26824,63,26,44,75,71,116,77,22,87,77,144,68
10691,0,54,189,8,71,9,173,20,197,338,2,16
105376911,0,0,2,4,2,1,2,0,0,1,2,2
51441,2536,1504,2078,2060,2171,2042,3023,1780,2632,2808,2550,1420
4985,0,0,0,0,0,0,0,0,0,0,0,0
2035,3177,3451,1061,2544,1171,2405,2820,1029,3135,2134,1944,4630
399474,0,0,0,1,0,0,0,0,0,0,0,0
6429,567,152,592,592,858,887,892,491,1776,1808,759,484
51102,1,1,45,2,0,0,0,44,0,13,38,4
10076,0,0,0,0,1,0,0,0,0,1,3,0
101928460,0,0,0,0,0,0,0,0,0,0,1,0
101929406,0,0,0,0,0,0,0,0,0,0,0,1
4146,0,0,50,2,6,0,0,0,0,0,2,17
100129196,61,0,22,27,9,11,0,77,0,261,92,0
7805,4758,3230,7325,8706,5860,8458,9539,10044,7075,21288,4133,3917
100616164,0,0,0,0,0,0,0,0,0,0,0,0
400748,0,1,2,0,4,1,0,0,0,0,0,0
9672,1,0,0,0,0,0,1,0,0,0,2,0
9698,2583,1095,1900,2484,2015,4081,2308,2632,3451,3183,2980,1947
692234,0,0,0,0,0,0,8,0,2,0,0,0
692235,0,0,0,0,0,0,8,0,2,0,0,0
692200,0,0,0,0,0,0,0,0,0,0,8,0
79570,0,0,0,0,0,0,0,0,0,0,0,0
9410,1050,1083,761,375,578,481,1117,1120,1298,1902,1144,349
51538,1399,734,917,668,1127,2343,1157,904,1062,2337,740,1132
2170,0,0,0,0,0,0,0,0,0,0,0,0
347735,0,1,0,1,0,1,0,0,0,0,0,1
149086,0,0,1,0,0,0,0,0,0,0,0,0
284551,0,0,0,0,5,0,2,3,9,3,0,2
64129,1,0,0,0,0,0,0,0,0,0,0,0
3061,0,8,0,0,7,0,2,0,2,0,0,0
553115,56,127,944,828,381,274,638,665,605,1589,118,55
1307,0,2,1,0,0,3,0,0,15,1,2,0
576,0,0,0,0,0,0,0,0,0,0,0,0
100423028,0,0,0,0,0,0,0,0,0,0,0,0
90853,0,0,0,2,0,0,0,0,0,0,0,0
8073,3097,2053,3915,4319,5320,4389,4474,3250,6203,8833,3975,2523
10657,1464,346,1537,1313,866,896,1366,1162,1474,2495,822,447
55116,0,1,161,81,6,56,181,78,250,297,3,1
100847018,0,0,0,0,0,0,4,0,0,0,0,0
23633,729,359,833,476,685,614,867,617,480,1265,436,254
200081,215,384,414,173,523,408,241,215,189,793,62,95
79140,26,57,103,309,47,98,37,223,88,47,83,90
56063,163,3,46,93,160,284,168,170,171,291,65,61
55721,3,0,10,3,0,3,56,24,2,2,2,2
149069,0,0,0,0,0,0,0,0,0,0,4,0
8668,3301,2762,3236,4372,4514,6916,3741,5632,5453,10177,3086,3163
339483,0,0,0,1,33,0,2,0,0,0,1,0
84734,23,12,0,5,0,47,30,29,0,0,28,12
3932,1321,755,1984,2299,1479,1071,2505,1526,2708,4317,1801,1208
3065,279,308,448,412,163,496,596,411,366,917,107,288
65108,339,431,1153,2130,1166,190,2186,2573,1394,3969,223,1084
100128071,21,55,2,0,0,12,25,0,12,5,0,9
81629,0,0,70,58,0,0,0,0,0,0,0,0
55108,136,52,236,343,277,293,488,113,378,187,214,234
728116,1,2,2,0,4,2,5,4,0,2,3,3
653121,7,3,2,9,4,18,8,3,3,5,11,10
339487,3321,1690,1696,3017,2897,4060,1227,1548,1866,3206,2733,1619
5928,1251,360,897,802,877,2458,934,1181,2105,2500,593,306
81493,0,1,0,0,0,2,0,0,2,0,0,1
57648,0,0,7,10,2,1,0,146,0,1,0,0
8565,328,69,350,586,268,654,578,186,764,897,496,378
64766,225,456,169,135,91,340,204,303,725,404,150,3
252995,0,0,0,1,7,0,2,0,0,0,80,1
3208,0,0,0,0,1,0,0,0,0,0,0,0
113452,0,0,0,0,0,0,0,0,0,0,0,0
127544,274,302,750,331,912,783,1038,579,740,461,437,230
204,645,696,709,729,854,772,896,681,338,1373,574,753
113451,20,2,46,29,116,70,28,2,1,1,18,1
55223,7,41,22,2,0,0,50,0,22,15,0,0
149076,3,29,11,79,14,19,34,0,31,93,1,82
127550,0,0,0,0,0,0,0,0,0,0,0,0
1912,43,17,46,268,13,126,62,46,388,23,133,6
100500853,0,0,0,0,0,0,0,0,0,0,0,0
101929464,0,1,0,0,0,2,22,0,0,0,0,0
7579,10,176,3,3,111,6,130,4,3,0,1,5
114784,13,0,1,8,7,10,3,2,9,2,4,6
127540,0,0,0,0,0,0,0,0,1,0,2,1
402779,0,0,0,0,0,0,0,0,0,0,0,0
84970,1,0,0,1,0,0,0,1,0,2,3,3
693137,0,0,0,0,0,0,0,0,0,0,0,0
2709,0,0,0,0,0,0,0,0,0,4,0,0
127534,0,0,0,0,0,2,0,0,0,0,2,0
2707,0,0,0,0,0,0,0,0,0,0,0,0
2701,0,0,0,0,0,0,0,0,0,0,0,0
113444,1109,447,1136,1285,2070,2613,1532,2150,1872,3217,430,589
58512,18,0,18,0,10,20,4,1,15,24,25,0
653160,0,23,0,0,0,8,1,0,143,0,11,0
100506144,5585,3170,2586,2765,3730,6101,2801,4116,7180,5531,3573,2747
9204,915,390,574,639,808,949,832,720,1231,679,844,1023
79830,665,227,68,236,383,646,164,189,74,356,340,301
6421,9158,6126,6405,9527,10077,11397,10146,7196,13074,11775,9543,7933
9202,531,453,286,341,317,222,529,326,408,442,654,181
79932,64,13,223,153,340,486,425,260,366,19,801,136
23154,39,60,73,42,131,136,20,83,113,84,235,20
339488,0,10,0,16,0,0,39,0,35,55,0,15
5690,5235,1733,3385,5191,5915,8622,3460,4566,5256,9642,4862,2330
127703,2,0,17,0,2,10,113,2,1,0,12,83
63967,369,146,124,190,427,437,33,251,114,239,243,14
192670,211,27,26,493,277,423,98,148,545,219,311,435
26523,65,9,121,78,111,2,84,3,86,84,5,6
192669,336,210,468,743,624,1007,988,649,1719,1240,514,459
27285,0,0,0,0,0,0,0,0,0,0,2,0
54936,107,360,167,873,588,274,369,846,359,777,151,15
1296,1,0,36,0,0,0,1,0,0,0,2,0
27095,1210,1923,673,1137,1861,1224,1259,1562,1273,2729,811,1421
55700,314,181,200,237,326,221,443,51,275,111,373,641
9967,4924,3625,2630,5324,4060,7468,3804,6286,3441,9809,2675,3280
79729,0,0,0,0,1,0,5,3,0,0,0,0
55194,0,0,59,29,12,91,0,26,0,149,19,111
83931,142,99,182,67,138,116,272,102,65,303,286,14
84967,1344,1106,1018,1418,1748,1913,948,1744,1635,2459,1106,872
127700,0,1,26,1,0,2,8,0,2,0,116,1
64960,1149,301,822,1190,1796,1686,1219,1329,1545,2054,1696,789
1441,0,0,0,1,0,0,0,0,0,1,1,1
2899,1,4,0,0,1,0,2,0,0,0,0,0
100422898,0,0,0,0,0,0,0,0,0,0,0,0
728431,0,0,0,0,1,0,91,13,0,0,14,183
80149,753,543,831,801,1259,1953,1944,505,1992,1110,1321,1043
102465438,0,0,0,0,0,0,0,0,0,0,0,0
64769,3294,875,1960,1862,3290,2202,1860,2795,4430,4568,1118,1972
100847010,0,0,0,0,0,1,0,0,43,0,0,0
79753,519,156,400,724,192,1002,655,550,530,727,678,259
7802,3,1,6,0,0,0,0,3,0,1,9,0
29889,957,792,1353,1168,488,783,1190,828,2661,1457,977,989
284654,0,0,0,0,0,0,0,0,2,0,0,0
54955,65,123,68,46,103,263,54,124,414,135,369,134
55143,0,0,44,55,8,51,0,40,103,244,22,4
284656,1,0,1,4,0,5,1,4,7,2,0,2
149175,2,0,3,6,2,4,1,0,0,0,0,32
79693,213,214,305,774,63,220,855,589,19,1059,227,134
127687,496,132,239,439,739,1105,590,705,743,1123,484,145
4520,163,595,395,537,531,310,465,269,487,867,635,207
3633,79,28,80,215,73,196,90,104,273,4,118,211
10946,2393,1557,592,1731,2594,3870,1851,1823,2121,5524,1244,1392
2275,0,9,0,0,120,0,62,0,3,404,0,0
51118,5187,2206,2774,4152,6214,7121,3963,4826,4846,6474,4356,2266
5453,42,20,18,25,5,0,69,0,35,1,0,40
100500801,0,0,0,0,0,0,0,0,0,0,0,0
339442,0,0,0,1,0,0,0,0,0,3,0,0
64121,751,56,423,386,485,861,790,428,779,1379,373,99
100527950,0,0,0,57,0,0,80,0,86,84,0,133
26292,15,18,9,16,9,13,15,8,23,3,14,13
81025,0,0,0,0,0,0,0,0,0,0,0,0
54933,1,0,1,29,0,29,0,1,0,3,43,27
79647,792,776,1145,2066,1009,1430,1995,1283,1683,2209,656,718
4725,23910,14984,10707,19940,22948,32401,13712,16848,20147,34375,20548,16741
23499,4818,2989,4233,4705,3503,5724,6413,3789,7370,7473,4956,6844
643314,7,0,23,0,7,1,89,3,1,72,226,2
105378950,0,0,0,0,0,0,0,0,0,0,0,0
353500,0,2,16,0,0,2,8,68,0,0,2,0
728448,81,2,21,8,64,6,27,23,67,26,13,13
8761,546,524,641,671,1011,1260,2091,1218,1399,920,1055,1274
101929516,41,37,30,0,0,46,1,0,48,76,0,7
677834,1,0,7,11,0,2,3,0,0,0,0,0
26508,55,0,1,0,14,0,0,0,125,0,0,0
84618,0,0,0,0,0,0,0,0,0,0,0,0
51440,8,13,162,319,70,18,47,454,3,257,23,1
10450,1564,688,557,1591,1182,1774,1617,1349,2128,2943,1421,1031
656,2,2,2,4,30,4,23,4,8,2,0,6
64064,0,0,0,0,0,0,0,0,0,0,0,0
105378951,19,29,0,0,0,0,0,0,24,36,0,0
101929536,0,0,0,0,0,0,0,2,0,0,0,0
54802,81,203,4,234,15,212,76,54,57,176,33,51
4610,2,0,0,0,0,1,1,0,0,1,0,5
84879,0,15,101,370,30,34,32,0,83,0,23,37
10487,2181,1213,2205,1560,2245,3868,3075,1835,4765,4343,2209,1333
5538,355,962,1498,1668,2677,2673,1478,1746,2557,3065,599,458
6018,4048,4837,3966,4322,2915,5388,5430,3236,5087,6674,1541,4781
127391,3,0,29,0,3,1,11,43,0,0,1,0
10269,1550,1712,1447,926,1000,1768,1566,1148,1184,3306,1336,682
1298,16,78,76,3,0,0,9,0,0,3,68,0
64744,5798,3760,5734,7602,4845,7771,6219,5373,4600,12097,3242,4383
65243,31,2,142,84,139,235,91,5,486,8,6,20
339559,307,16,3,7,0,1,118,0,0,111,60,0
64789,2,119,262,2,62,61,284,46,0,153,71,22
127396,350,58,183,166,1174,632,389,275,430,742,551,50
9783,0,0,0,0,0,0,18,0,3,0,29,0
100130557,78,3,14,25,0,16,109,5,24,5,3,66
4802,140,27,448,915,191,150,307,241,465,1313,26,290
407034,0,0,0,0,0,0,0,0,0,0,0,0
407031,0,0,0,0,0,0,0,0,0,1,0,0
9132,0,0,2,0,0,0,0,1,0,1,0,12
163732,53,157,82,104,52,66,114,41,67,49,65,23
1503,651,187,600,918,261,398,335,244,538,776,535,287
100507178,1,15,4,6,51,2,0,0,6,5,4,1
200172,0,0,0,0,0,0,0,0,0,0,0,1
22955,210,32,80,78,92,107,101,94,175,220,311,263
100132074,0,0,0,0,0,0,0,0,0,0,0,0
1907,0,0,0,0,0,0,0,0,0,0,0,0
59269,351,42,2,98,86,15,221,220,9,51,14,5
2981,0,0,0,0,0,0,0,0,0,0,0,0
2980,0,0,0,0,0,0,0,0,0,24,0,0
22887,1150,603,589,889,910,708,1296,641,1373,1396,531,1207
284716,2,5,99,0,110,25,3,0,17,0,1,1
84217,20,30,26,7,52,27,105,31,68,15,54,69
79717,2516,1492,1949,2507,3339,3561,2087,2378,2697,4067,1419,2082
728621,3,18,44,68,2,64,28,37,103,1,111,75
10465,306,446,287,609,488,962,582,538,643,1066,691,404
4904,2501,1598,3314,3085,2829,2244,3574,2591,2941,4671,1666,1605
149461,1,0,0,3,0,0,0,0,0,0,0,2
64175,7,55,199,123,0,0,48,30,92,183,106,0
79078,933,964,395,1465,1090,2106,1005,1349,1465,2535,1030,480
100129924,1,0,0,2,0,0,0,0,0,0,0,0
374969,703,425,269,1096,926,796,467,505,736,960,1112,272
114625,0,0,2,50,0,8,67,43,125,70,56,92
51058,0,0,0,0,164,0,150,4,0,34,9,0
339539,10,0,11,1,4,6,9,6,3,7,8,6
6513,55,14,397,84,377,280,384,302,566,683,666,356
440584,3,0,0,23,0,1,46,2,1,102,0,0
105378684,1,1,0,3,2,2,0,0,0,1,0,10
440585,0,0,0,1,3,10,26,0,1,0,1,3
10969,856,584,590,1556,538,289,882,894,1330,1781,1182,366
102465439,0,0,8,6,0,0,0,0,0,2,7,0
149465,7,33,0,2,50,29,2,0,1,13,3,2
128218,0,0,0,0,0,1,0,0,0,0,1,1
149466,0,0,0,1,0,2,0,0,2,0,0,0
7075,0,1,0,0,0,0,0,0,0,0,0,1
4352,0,0,3,3,11,1,0,6,1,0,8,0
991,2,0,41,0,2,1,20,0,2,0,0,1
64834,804,19,1168,723,661,844,1335,1301,1624,3021,230,641
102466723,0,0,0,0,0,0,0,0,6,0,0,0
112950,497,230,501,792,225,1027,580,675,372,775,401,341
23334,10,3,123,18,3,55,170,97,366,437,0,12
102465440,0,0,0,0,0,0,0,0,0,0,0,0
81888,12,0,0,0,0,1,1,0,0,13,0,3
5792,0,0,0,2,3,2,0,0,0,0,3,0
9682,8,75,324,192,34,99,176,243,562,329,431,268
100132774,28,1,0,1,0,8,2,6,5,0,0,3
6487,4,63,2,2,2,28,17,140,115,77,0,42
101929592,0,2,2,0,0,0,0,2,0,0,1,0
102464830,0,0,0,0,0,0,0,0,0,0,0,1
9048,0,0,1,3,0,0,1,0,0,0,0,0
9670,105,3,9,50,141,30,10,2,0,0,1,70
1802,169,51,58,0,6,169,138,79,163,294,58,4
533,2746,1874,3233,2716,4865,4233,3867,6056,5565,6487,1638,2888
8704,41,0,0,0,0,0,0,0,0,0,0,0
149473,0,0,0,0,0,0,0,0,0,0,0,0
6536,0,0,4,0,0,0,0,0,0,0,0,0
128209,1,0,5,3,1,1,0,1,3,9,0,1
105378952,0,1,0,0,0,0,0,2,0,0,0,2
55929,159,102,104,410,355,62,298,216,52,316,298,37
79033,529,322,444,621,437,537,403,448,665,643,588,575
100874278,0,0,0,1,0,0,0,0,1,0,0,0
55182,371,388,279,751,585,553,1009,466,906,1784,426,43
100847089,0,0,0,0,0,0,0,0,0,0,0,0
79639,87,47,0,180,55,151,91,86,1,24,0,58
339541,285,119,188,327,0,239,123,293,3,349,49,30
26828,180,126,172,274,268,354,256,125,210,260,792,217
26830,25,16,30,98,90,96,75,3,136,59,153,108
11004,2,0,100,45,85,1,14,0,161,1,0,1
6202,13179,7218,12100,14281,9628,14817,12633,12301,13222,25172,12123,8989
26811,1,43,8,13,10,10,35,43,0,31,30,6
94161,33,32,35,33,17,37,31,22,59,6,30,28
94162,7,0,30,16,13,9,31,0,0,34,23,0
94163,6,0,28,0,0,0,9,0,2,1,24,0
266675,1,0,0,1,0,1,0,2,25,140,2,33
1263,118,127,471,587,1079,359,1678,523,924,1226,1015,471
343521,0,0,0,41,82,0,24,154,0,0,0,126
149478,145,33,8,35,6,1,40,24,0,51,64,27
8643,221,51,162,215,326,455,359,129,362,133,647,149
8891,910,910,357,747,672,821,976,434,1323,1020,1011,573
79654,0,0,49,282,0,27,242,56,178,13,5,2
7389,266,16,550,630,552,484,506,664,40,1179,270,231
57643,5,1,2,4,23,4,87,40,14,14,3,4
400752,0,1,0,0,0,18,1,0,0,0,39,0
84842,0,0,0,0,0,0,0,0,1,0,0,7
4595,79,123,313,289,59,84,237,98,191,453,280,121
114034,82,11,427,365,268,624,146,327,150,84,225,146
10420,63,58,46,27,70,74,41,0,2,12,127,139
126661,9,1,0,0,12,0,4,160,3,54,2,13
25974,2,10,2,1,1,1,7,1,2,1,3,25
5052,11666,6429,5111,9166,8066,10475,7133,7993,11753,13821,7439,9300
10327,449,193,903,1060,192,189,281,514,524,549,563,555
4678,2573,2507,2522,3667,3212,4274,4895,2454,4235,7660,3044,4459
149483,4,0,0,0,8,0,7,0,2,0,4,27
60313,1183,860,1015,1545,1231,1340,1383,1221,1174,1914,875,697
728963,95,32,93,75,55,47,194,64,38,106,150,98
51249,1002,430,168,715,212,737,42,534,529,251,1060,179
3652,291,2,8,212,2,17,120,70,18,161,126,4
23139,167,36,68,111,67,58,90,143,222,130,8,4
8503,173,96,275,112,243,42,7,208,3,237,292,36
101929626,44,36,9,1,68,0,0,47,0,2,0,0
10103,0,0,0,0,0,0,0,0,0,0,0,1
55624,0,1,142,0,64,3,69,48,67,93,55,11
541468,1,0,0,0,2,0,0,0,0,0,1,0
8438,73,2,0,46,1,1,21,13,2,1,0,3
10489,120,164,262,409,19,90,66,11,174,596,100,38
7388,7952,4717,3327,6396,5648,9139,4645,4789,8428,11053,5178,5970
387338,918,968,630,1101,791,950,1169,556,1857,3006,1290,1454
2166,0,0,0,1,4,0,0,0,0,0,182,0
729041,0,0,0,0,22,17,0,0,0,111,55,3
101929651,0,0,0,0,1,0,0,0,0,104,3,0
127343,1,0,2,0,0,0,0,1,0,0,0,0
100507423,0,1,0,0,0,0,0,0,0,0,0,0
148930,1,0,0,0,0,0,0,0,0,0,0,0
8569,322,121,688,412,1654,2648,628,356,1748,403,1536,772
148932,58,101,60,18,22,74,32,120,41,8,36,3
64756,225,137,470,84,655,307,499,608,35,342,158,328
374973,1,0,0,0,2,0,0,1,0,0,2,0
100130197,0,0,0,0,1,2,1,0,3,0,0,0
9813,1333,778,1100,783,1150,1087,1740,1070,693,2313,469,763
1580,0,0,0,0,0,0,0,0,1,2,3,0
163720,2,0,3,0,0,5,1,0,1,5,1,3
1579,0,0,0,1,0,0,0,0,0,0,0,0
260293,0,1,0,0,2,1,0,0,0,2,7,4
199974,1,0,0,0,0,0,1,0,3,2,4,4
284541,2,1,0,2,2,3,0,0,0,0,0,0
100874253,0,0,0,0,0,0,0,0,0,0,0,4
10158,0,0,0,0,0,0,0,0,0,0,0,0
6886,1,2,1,0,0,0,0,0,3,0,3,1
6491,199,138,74,11,92,206,144,251,14,34,52,77
51727,2075,868,2008,2063,3405,2434,2184,1850,2965,3208,2324,2043
102724077,6,0,0,0,0,54,0,4,0,0,0,1
2301,0,0,0,0,0,0,0,0,0,0,0,0
84793,0,0,47,0,0,0,77,0,0,0,127,1
2306,40,0,1,14,60,24,49,12,42,40,15,0
388630,0,0,2,2,1,3,0,0,0,0,0,1
391037,3,0,4,0,2,0,0,0,0,1,1,0
200010,0,0,0,1,0,0,1,0,0,0,0,0
54558,8,7,8,0,10,5,97,25,5,3,9,94
84871,30,1,4,0,8,6,24,2,1,0,3,7
79656,2,1,17,1,0,2,2,0,0,0,0,1
101929721,0,0,0,0,0,0,0,1,0,0,1,1
100874313,4,0,2,0,0,0,0,0,1,0,0,0
1996,6,0,6,3,0,5,0,1,4,32,6,3
63950,0,0,0,0,0,1,0,0,0,0,0,0
11124,295,299,565,799,661,642,369,63,873,625,533,277
1031,243,0,0,8,148,26,1,0,184,0,3,35
100616189,0,0,0,0,0,0,0,0,0,0,0,0
102466656,0,0,0,0,0,0,0,0,0,0,0,0
284546,1,0,0,0,0,1,0,0,0,1,0,0
26994,963,358,1741,2266,1465,995,1750,1228,1956,1745,871,435
22996,43,1,0,0,3,2,6,1,1,0,0,0
102724097,0,0,0,0,0,0,0,0,0,0,0,0
2060,1452,906,760,1668,1406,1499,1717,533,1963,1842,1273,1043
114883,2589,883,1420,1345,450,2029,963,838,1490,2798,2244,1012
4898,1701,1456,880,1597,717,1412,1192,1374,1278,2007,1012,808
100313892,0,0,0,0,0,2,0,0,0,0,0,0
5865,1,8,3,6,4,8,1,1,4,14,18,11
51060,2450,1900,1233,3008,2543,3416,2119,3639,1870,4532,2120,2183
112970,0,0,0,0,0,0,0,0,0,0,0,0
104355143,4,0,0,2,0,4,0,0,1,0,2,1
91408,3945,1604,1647,2504,2900,3819,2116,3406,3615,5710,2804,2226
9372,237,13,9,58,4,7,283,14,84,21,6,25
200014,26,0,135,17,163,145,127,49,96,138,257,17
4998,2,1,0,0,1,0,51,3,0,79,285,23
84950,3257,2363,2731,3209,1351,3900,2126,2396,3719,3886,2387,2162
23318,3159,3505,2220,4919,1867,2791,2811,2414,2414,5301,2938,1985
105378722,2,0,2,5,2,0,1,4,5,11,7,4
2882,102,0,6,2,96,158,238,260,415,671,72,0
348378,498,37,59,53,80,112,110,70,79,621,119,43
65260,145,4,176,17,384,187,128,0,1,478,155,1
79699,461,125,115,66,4,427,98,155,96,38,39,225
440590,10,2,12,5,2,6,4,31,6,12,9,5
55268,232,358,293,349,150,443,443,498,234,1055,54,201
6342,3611,2068,2025,2589,5519,5861,2476,4342,6195,5334,3466,2491
100616156,0,1,0,0,0,0,0,0,0,0,0,0
100616458,0,0,0,0,0,2,0,1,0,0,0,0
100616145,0,0,0,0,0,0,0,0,0,0,0,0
127435,0,0,0,0,0,3,0,0,1,0,0,0
6512,0,1,0,1,0,0,0,0,0,0,3,0
1376,45,6,55,61,89,16,13,47,47,20,9,13
54987,950,536,316,642,839,776,566,1333,1512,1398,537,1185
4116,2440,1042,1430,2628,2079,4476,2175,2292,2893,5401,2725,1450
100507564,0,0,0,0,0,0,0,0,1,0,10,0
7804,146,0,1,85,34,109,155,9,0,79,123,81
163742,0,0,0,0,0,0,0,0,0,0,2,0
63948,0,0,0,0,0,0,0,1,0,0,0,0
148979,0,0,0,2,0,2,0,0,0,0,0,0
105369175,0,0,0,0,0,0,0,0,0,0,0,0
55706,81,72,168,381,376,58,397,4,412,67,364,537
54432,205,1,518,19,0,441,522,432,2,627,494,0
1733,0,0,0,0,0,0,0,1,0,0,0,0
51668,4521,2958,2207,3551,5166,5200,2767,2546,6472,4703,5159,3964
115353,112,4,1,13,74,5,71,1,62,120,12,76
388633,0,0,0,0,6,0,0,0,0,0,0,0
9528,11243,7030,6450,10735,13097,17288,8605,15035,15477,25042,10301,9292
127428,393,123,4,79,425,53,167,144,188,61,125,152
100616315,0,0,0,9,0,0,0,0,0,0,0,0
200008,0,0,0,0,0,0,0,0,0,0,0,0
606495,3,0,0,2,0,35,2,40,8,2,8,1
51253,155,80,477,724,581,678,308,628,15,1467,122,139
23648,16,0,70,96,0,32,135,13,7,150,3,20
619518,0,1,2,0,2,0,0,0,0,473,0,49
26027,0,0,0,2,0,1,0,0,0,0,3,0
338094,0,0,0,0,0,2,2,0,3,0,0,1
374977,0,0,0,0,0,0,0,0,0,1,0,0
100527960,0,0,0,0,0,2,0,2,0,4,1,2
7268,73,30,27,45,73,26,80,9,31,59,92,57
25973,11,0,0,18,0,4,1,0,51,3,41,0
55001,8,0,23,0,0,2,14,26,0,61,0,1
163747,3,0,0,0,0,6,0,2,0,131,2,3
1718,51,0,1,0,1,1,0,0,0,45,0,3
100126514,0,0,0,0,1,0,0,0,1,2,0,1
199964,1,0,0,54,0,3,0,0,0,0,0,1
7809,0,0,0,0,0,0,0,0,0,0,0,0
255738,0,0,0,4,0,0,1,0,0,2,0,0
23358,1112,803,481,1116,324,780,1313,576,107,957,698,569
100507634,11,0,25,0,123,75,25,7,4,217,219,23
100616272,0,0,0,0,0,1,0,0,0,0,0,0
8613,1,1,1,1,0,1,1,0,0,1,0,0
5563,7,4,3,3,10,8,1,1,8,7,6,10
199920,4,8,1,2,1,2,1,5,4,5,7,4
731,4,3,2,3,0,5,1,3,3,3,3,3
732,2,0,0,0,1,1,0,2,0,4,0,2
1600,0,1,0,4,6,3,0,0,1,53,6,1
101926890,0,0,0,0,0,3,0,0,0,0,0,0
115209,2579,338,742,1382,634,523,704,641,974,1969,684,1034
4070,0,0,0,0,0,0,0,0,1,0,1,0
114803,1714,1172,1094,1868,930,2279,1095,837,1501,1310,1999,1650
3725,2458,1669,3664,2444,4314,4029,5230,1394,6772,2347,7635,2829
100131060,18,1,42,0,21,11,2,11,23,5,43,0
101926925,20,0,22,16,3,1,0,32,29,0,4,0
729467,1,1,0,2,0,1,0,0,1,0,1,0
55277,14,4,5,159,7,50,131,85,2,4,9,0
100616409,0,0,0,0,0,0,0,0,0,0,0,0
101926944,0,0,0,0,0,0,0,1,1,1,0,0
